Id,SalePrice
2658,130546.38209519867
2718,159060.81619512715
2414,224613.76388662416
1989,105558.8991517729
625,178376.75784333708
333,75810.5800200279
1327,102223.04611520817
858,146462.0792064365
95,169172.16794756285
1568,168923.3697358337
2482,144203.72675543185
1364,121753.27953506255
2584,158566.6092591239
818,251684.15701304836
2673,151079.55528618902
2089,104597.14252330025
1297,166824.72943062815
790,116238.25549336452
2616,207803.8927776471
720,178407.27354044517
222,155492.47691504922
557,130282.77745664056
1148,180035.05559862583
2766,178778.57023938192
534,182011.44087718427
1452,117508.13076343102
630,116820.97289656533
2648,112105.6626990389
125,161676.76912895925
1904,61198.27154447914
1670,96317.72922880501
756,97790.59829654258
717,184653.80230181367
1032,153856.20944642354
852,211208.737260179
1731,187467.1976148528
2639,122810.7243879305
2071,70886.64051122293
1267,121151.85653841312
1851,201599.13957516904
567,177508.2121091197
2439,201584.1916459485
1898,151709.63163863748
647,170682.71527768334
2256,208754.4027213354
979,87321.79386613845
1444,215376.30093275756
2485,125983.2802918448
157,124151.00099486874
88,114522.22431242552
2003,107242.429910567
186,197351.98077518484
1425,238478.2785357613
2695,123565.1633652478
738,105997.99348925162
395,155393.93580008188
1353,167805.9630373011
1878,143549.3107054857
390,142992.12262518797
1456,229979.8934685796
1103,330235.2621559424
1387,148393.65194591996
2070,154825.3412644713
1199,158226.27596085204
2479,179968.7086384394
501,330264.5973107237
2362,86891.36016886069
1718,225325.74916717396
2188,92678.54140974073
1483,144331.2933904544
2557,94054.93046580165
437,363745.169661622
2224,219163.02729582263
1628,154882.3648690541
397,134574.74005529747
587,196214.36589012665
2182,596346.0970289721
971,152592.1059351872
2611,135439.56515257212
1887,98683.45192602865
2399,366029.1904142618
2148,190925.2156806434
304,129738.9426982032
1997,125140.5317104166
2817,113217.06158699973
1431,208895.90411105362
427,337987.0877212975
263,120323.78914486275
598,177690.16451589463
2895,238779.15102207783
687,124328.87640468524
1822,133456.13582678512
2191,102838.62286079614
179,119497.71263068549
1009,231962.13211591658
2010,131253.49361255157
1991,132842.51449282712
1411,203217.38886043508
1721,227147.47172122466
1144,193653.47569656692
593,205635.8249393085
575,305409.61072131584
1249,168796.9401626225
1604,119373.50418212163
1064,478586.73477374314
1923,150756.63888506233
1988,119156.1046006917
2325,166534.223380585
114,205839.6567850348
2700,183696.0668202249
217,129235.91867586548
343,185182.00252017935
386,217861.14204589115
2005,110768.51068149519
2908,144407.33908286365
1814,245008.94781402993
2446,479437.6540651282
208,125294.28909736083
1679,102907.6057271622
822,313099.9539399706
6,187447.75039147737
1781,389310.5088338811
2397,327821.2339074437
2340,318375.02128513844
1618,165528.63556051598
2843,130610.75316308872
1061,366375.88758694724
2786,120788.88047166751
1935,131355.78574706175
1341,108405.56901580084
521,263452.7520835983
2136,132027.64290736467
996,201401.11489999504
227,138327.8882243032
135,175924.2828937468
1167,165126.43452019876
294,226534.3374507581
1776,210141.84949624873
540,163359.86065482028
1717,238109.1469177562
2303,128306.30111582897
116,180586.92073494545
127,146870.42967192654
1371,130199.00464905426
1014,136922.09021421557
1507,119783.7682764361
702,113214.90449105113
750,153180.27758777418
261,141941.11251002268
1559,54043.94233984237
577,228665.02941023887
2812,191569.57841082904
2080,159100.1085163172
1368,118812.07806898332
2376,116144.96007930955
659,117460.11014100027
1235,131444.8942785503
332,65788.03430767145
1917,136130.34493231538
2094,233979.37250368338
1460,256441.3406509189
1471,220800.33786736004
1509,122037.26335260765
1922,126606.81593615735
433,480210.07740775944
460,255304.35712568875
1116,238948.77144662838
1137,160822.77214174764
53,162472.10933485103
2354,277019.597283289
1475,195306.15416228576
1761,475133.2652525428
842,134510.93644497902
2739,188139.85216862976
2509,147901.5844075729
1007,200678.53688597557
2610,183340.02571838233
1952,81275.19123547176
2719,160364.50589178188
2921,76862.39117099029
1966,156511.67764843773
292,120268.56485044237
1204,187766.1824249599
1829,259450.29189339123
2419,197227.6837440097
391,140750.02554146148
798,110878.34485817484
481,200471.93683493693
193,199045.30644261488
555,120044.04981051132
899,57841.14391961183
2357,177677.22598285004
328,127983.35423898496
1356,108779.8053655489
1154,96652.04873241481
1730,188091.73518334312
2249,163181.96401881264
1119,299366.2458995522
2856,150195.94320841838
1394,125524.91188734802
2587,112639.14776284524
61,314878.87263334874
2661,164698.2883676043
2711,124492.43307444135
1147,178497.89025673596
757,112383.56838393498
2623,105417.74398233913
2378,134667.0652772561
1413,142070.64320604882
1722,214384.68226967502
1112,237511.8834539726
1623,193363.4503983305
1201,191653.16673982865
1513,114175.09542566116
957,479218.1664579347
1171,248622.63416325528
1145,191954.76921936526
2726,222660.68102305516
703,138543.39499075574
760,115677.89281441206
1964,156443.94767647906
2512,177042.57997588016
159,131841.94468814947
1281,169096.06691506537
468,191170.83242014024
290,123787.76411760224
665,108053.10866703886
1463,244571.2576211812
1792,219296.2783312213
923,174774.41461460057
500,291463.3429063115
1408,194921.7610388069
331,86405.58403479206
170,136126.92844296584
2192,87940.06997385538
2571,256443.0110779486
2314,167867.96286876174
2647,94979.71554702813
422,426605.49167546624
2457,354128.50029522344
1838,193065.14473771024
2805,253503.49893230817
1645,139806.59539611574
1711,303184.6714080301
2825,245020.34519832378
322,315241.5486366361
2103,264382.43930702494
342,117987.62925945941
600,116060.43415947343
488,162565.1367038967
1725,295848.4198702511
2246,307964.4667833522
2847,149047.07069378745
806,230054.78281375006
530,236667.58249374566
963,186753.67880804167
2678,104943.00092932273
171,85755.67135075273
2401,428729.20268596825
805,216459.57023447877
2259,263346.6834397877
1748,183255.56615921308
1361,143305.86098592385
1677,108055.15067077905
1406,162502.92727293278
2322,256416.47547851998
688,149454.232349883
143,143635.26004209364
804,203560.66459919963
1214,163409.6264669955
2828,143923.49600401518
1999,192361.53591864737
2467,210236.86329962627
2665,153917.43121070528
1538,335845.0855616269
398,114576.19735028764
2822,152051.62875815158
2157,136403.14295168698
1856,201492.54949485743
1269,93779.81032658704
2570,109919.83172020588
2320,230526.50233098617
1517,138044.72173154354
2304,141155.8848604108
1312,88598.9501998974
2012,126319.02033070356
506,267976.569235983
2865,218750.8141564932
2367,100567.0267304787
554,89137.27788670262
238,135231.51878993635
1954,91757.1531943217
2488,109995.7594877113
2291,56688.01298998004
1969,107785.88308249162
2725,173315.6491843547
1482,140086.08960374098
2763,208885.7656951848
503,268212.5787175507
1584,249529.1179097248
1531,148765.50323215194
2210,195127.01768092474
459,317614.0695506933
556,128813.36506064021
1347,118704.81224388318
1290,66284.18946164011
1388,96761.10623644225
1571,378710.5713926096
2754,207238.48040524556
765,129724.90867934246
2494,130530.11434494214
2870,237599.54149147763
7,237075.74070048291
1114,238991.9530003747
2418,274160.6031810016
291,142454.71315052707
18,371085.956764127
39,386660.46930009313
1001,273170.732732428
2442,228273.38220277597
616,113922.9422825883
2680,83837.76090785692
1414,127342.22559872425
289,151615.63873876125
40,271704.67131365626
860,139660.3066209827
409,137343.91561203444
673,161805.57901517698
2427,181950.08381168582
2036,214584.31056282157
2564,134321.7753820654
642,164534.0704921902
1008,174190.7759446556
1908,154737.12628402543
2519,191854.72259859863
1369,93230.6190583663
2855,164035.04261902068
712,101324.29681849609
1943,119726.5487565033
1958,121530.78614835575
107,161924.35823583353
2295,225485.3708350658
704,103049.13263534203
676,159339.62571313613
259,178813.26286993196
93,289787.26750738604
106,241215.9765784455
2315,176995.41710654498
1050,89244.23298051
1095,213221.26570349486
2709,161697.41647333192
758,153732.44845584838
1496,155701.90756909427
2370,114346.13088213085
2458,302054.14507487824
2733,140286.4372613323
161,225435.7459515085
726,153231.9442694103
845,208571.3333870134
947,257630.20989748836
2232,113297.92379698882
2563,127441.54889289415
2299,155670.48362223027
211,65142.793303017825
605,144836.61446052956
1478,196383.2561949675
2247,284823.4275774632
2274,234295.52781698984
2869,238053.4995359343
967,209767.0746471127
2656,113443.80221519699
667,192115.4785959944
1042,111706.13520901458
2023,152414.9241730807
2447,378367.1368135144
2055,123974.94393969864
2275,287898.70751516044
2204,177514.27517739902
1563,281898.3339576627
483,215238.5096400988
796,121239.49205786188
1526,160554.22545932085
2042,119264.91825154299
442,334408.22905925615
1693,326004.43036252615
1468,216083.89936773732
1430,198054.69555843802
2605,160156.03915247228
1529,200260.02244672738
335,155690.34845811463
1287,116791.01564736919
31,93468.07069197774
1785,332943.63673436205
82,159259.87350414819
2620,132984.94511304333
252,170685.2648607152
721,50406.08356022225
2165,190771.67577751388
2316,195390.24608590105
775,136910.1762670854
1558,99567.8082925759
17,214477.56042456892
1022,235250.76618900808
925,122012.4074461094
438,283144.2244520299
1270,134454.60433017276
1272,129714.79530932356
215,125580.42116773888
